frame_id,time_sec,update_ret,target_valid,major_fresh,finger_fresh,shoulder_l_x3d,shoulder_l_y3d,shoulder_l_z,shoulder_r_x3d,shoulder_r_y3d,shoulder_r_z,elbow_x3d,elbow_y3d,elbow_z,wrist_x3d,wrist_y3d,wrist_z,finger1_x3d,finger1_y3d,finger1_z,finger2_x3d,finger2_y3d,finger2_z,elbow_roll_deg,elbow_pitch_deg,wrist_pitch_deg,wrist_roll_deg,gripper_norm,target_frame_id,elbow_roll_observable,hand_fresh,body_frame_valid,raw_elbow_roll_deg,raw_elbow_pitch_deg,body_x_x,body_x_y,body_x_z,body_y_x,body_y_y,body_y_z,body_z_x,body_z_y,body_z_z,active_arm
11,0.517256,1,1,1,1,0.837610,0.136664,4.801967,-0.098872,0.143560,4.469297,-0.252087,-0.550436,4.238288,-0.066913,0.078489,4.227867,-0.054377,0.310977,4.609015,-0.043195,0.246187,4.648215,-66.356422,75.330917,53.708511,-174.431854,0.0,11,1,1,1,-66.865448,74.504021,-0.947827,0.017648,-0.318296,0.016729,0.999844,0.005618,0.318346,0.000000,-0.947975,1
12,0.551739,1,1,1,1,0.836487,0.135888,4.788816,-0.097357,0.140949,4.450926,-0.249002,-0.550400,4.215191,-0.057615,0.077185,4.204843,-0.041655,0.308746,4.592620,-0.030860,0.242521,4.632482,-66.512207,74.960182,54.224869,-174.637924,0.0,12,1,1,1,-66.980156,73.846527,-0.946683,0.015660,-0.321786,0.014827,0.999877,0.005040,0.321825,0.000000,-0.946799,1
13,0.620707,1,1,1,1,0.834517,0.136205,4.767461,-0.092113,0.138039,4.416427,-0.234837,-0.543396,4.163759,-0.024793,0.078928,4.152694,0.002479,0.309969,4.550638,0.013352,0.239601,4.592806,-66.512207,73.640099,55.327484,-174.943253,0.0,13,1,1,1,-66.858734,71.940407,-0.943452,0.011634,-0.331305,0.010977,0.999932,0.003855,0.331327,-0.000000,-0.943516,1
14,0.655191,1,1,1,1,0.833902,0.136780,4.759173,-0.089869,0.137253,4.402113,-0.226705,-0.538307,4.139352,-0.008949,0.080849,4.127741,0.023995,0.312061,4.529195,0.035345,0.239914,4.572644,-66.512207,73.010239,55.757736,-174.943253,0.0,14,1,1,1,-66.679520,71.118279,-0.941826,0.009868,-0.335957,0.009294,0.999951,0.003315,0.335974,-0.000000,-0.941871,1
15,0.724158,1,1,1,1,0.832945,0.138495,4.745446,-0.086997,0.136495,4.378271,-0.201469,-0.524916,4.090761,0.033042,0.087486,4.077187,0.078907,0.318335,4.480215,0.095964,0.242316,4.525327,-66.512207,71.410233,57.073517,-174.943253,1.0,15,1,1,1,-66.046455,69.350075,-0.938160,0.006402,-0.346142,0.006006,0.999980,0.002216,0.346150,0.000000,-0.938179,1
16,0.758642,1,1,1,1,0.832789,0.139177,4.739406,-0.086247,0.136156,4.368380,-0.190040,-0.518787,4.068789,0.052501,0.090683,4.054104,0.104123,0.320655,4.456785,0.123884,0.243180,4.502318,-66.313965,70.688423,57.657043,-174.943253,1.0,16,1,1,1,-65.718475,68.520248,-0.936500,0.004906,-0.350634,0.004594,0.999988,0.001720,0.350638,0.000000,-0.936511,1
17,0.827609,1,1,1,1,0.829554,0.142210,4.724800,-0.088829,0.135287,4.348005,-0.160914,-0.504147,4.021768,0.096638,0.098848,4.004152,0.161605,0.323637,4.407227,0.187606,0.243965,4.451818,-65.722000,69.031540,59.096313,-174.403030,1.0,17,1,1,1,-64.959785,66.898140,-0.933293,0.001441,-0.359113,0.001345,0.999999,0.000518,0.359114,0.000000,-0.933294,1
18,0.862093,1,1,1,1,0.826720,0.144219,4.718568,-0.091599,0.134988,4.339552,-0.148224,-0.497555,4.000870,0.114941,0.102745,3.981788,0.184297,0.324864,4.384504,0.213212,0.244173,4.428366,-65.442429,68.339104,59.737122,-174.071121,1.0,18,1,1,1,-64.602654,66.259178,-0.931916,-0.000259,-0.362675,-0.000241,1.000000,-0.000094,0.362675,0.000000,-0.931916,1
19,0.931060,1,1,1,1,0.813934,0.150676,4.708292,-0.100733,0.137575,4.321575,-0.125140,-0.481289,3.959026,0.154808,0.109929,3.936519,0.238378,0.325796,4.336441,0.269601,0.243543,4.378642,-64.755310,66.609856,60.849426,-173.020844,1.0,19,1,1,1,-63.870575,64.383293,-0.928822,-0.004031,-0.370504,-0.003744,0.999992,-0.001494,0.370507,0.000000,-0.928830,1
20,0.965544,1,1,1,1,0.806413,0.153515,4.706173,-0.104914,0.139027,4.314116,-0.116814,-0.473537,3.940549,0.172675,0.112799,3.916294,0.262276,0.325771,4.313958,0.294029,0.243152,4.355259,-64.445595,65.796021,61.259781,-172.467026,1.0,20,1,1,1,-63.515274,63.351421,-0.927239,-0.005706,-0.374427,-0.005291,0.999984,-0.002136,0.374433,0.000000,-0.927254,1
21,1.000028,1,1,1,1,0.797362,0.156066,4.704498,-0.109044,0.140384,4.305453,-0.109352,-0.464371,3.920405,0.191904,0.115167,3.894221,0.289130,0.325210,4.290560,0.320816,0.242520,4.330903,-64.115723,64.865974,61.595444,-171.853622,1.0,21,1,1,1,-63.124863,62.072311,-0.925384,-0.007310,-0.378960,-0.006765,0.999973,-0.002770,0.378970,0.000000,-0.925409,1
22,1.068995,1,1,1,1,0.776779,0.160149,4.700422,-0.116268,0.142502,4.283230,-0.094135,-0.442943,3.874040,0.237515,0.119521,3.842985,0.356058,0.322275,4.237052,0.385355,0.240282,4.275708,-63.209793,62.231750,61.918320,-170.324890,1.0,22,1,1,1,-62.043335,58.839939,-0.919925,-0.010402,-0.391957,-0.009569,0.999946,-0.004077,0.391978,0.000000,-0.919975,1
23,1.103479,1,1,1,1,0.767254,0.161752,4.698827,-0.118854,0.143125,4.271942,-0.087234,-0.434125,3.851827,0.256147,0.121281,3.818442,0.383187,0.320833,4.211982,0.411491,0.239240,4.249805,-62.774429,61.065556,61.918320,-169.581131,1.0,23,1,1,1,-61.466690,57.562550,-0.917022,-0.011755,-0.398664,-0.010780,0.999931,-0.004687,0.398691,0.000000,-0.917085,1
24,1.172446,1,1,1,1,0.743191,0.167670,4.696598,-0.123659,0.143662,4.245344,-0.070250,-0.417282,3.804707,0.292824,0.124701,3.766424,0.436594,0.316714,4.159699,0.462546,0.236680,4.195589,-61.550270,58.531677,61.918320,-167.903473,1.0,24,1,1,1,-59.974045,55.269070,-0.908664,-0.015497,-0.417240,-0.014083,0.999880,-0.006467,0.417290,0.000000,-0.908773,1
25,1.206930,1,1,1,1,0.731931,0.171231,4.695790,-0.125563,0.143671,4.232241,-0.062641,-0.410617,3.782602,0.307317,0.126202,3.742070,0.457522,0.314857,4.135497,0.482376,0.235679,4.170487,-60.970886,57.501572,61.918320,-167.116821,1.0,25,1,1,1,-59.230545,54.407356,-0.904285,-0.017524,-0.426570,-0.015849,0.999846,-0.007476,0.426635,-0.000000,-0.904424,1
26,1.275897,1,1,1,1,0.711336,0.178027,4.696926,-0.130242,0.141231,4.210414,-0.045232,-0.400701,3.744884,0.334236,0.129439,3.700027,0.494112,0.311090,4.088454,0.516298,0.233927,4.121736,-59.499054,55.572231,61.918320,-165.468048,1.0,26,1,1,1,-57.603943,53.088020,-0.893543,-0.023463,-0.448364,-0.020971,0.999725,-0.010523,0.448487,0.000000,-0.893789,1
27,1.310381,1,1,1,1,0.703244,0.179779,4.697047,-0.132137,0.139217,4.200325,-0.038124,-0.396935,3.727565,0.344631,0.130661,3.680777,0.508064,0.309521,4.067126,0.529206,0.233215,4.099616,-58.839386,54.825218,61.918320,-164.717239,1.0,27,1,1,1,-56.857895,52.581345,-0.888359,-0.026360,-0.458392,-0.023426,0.999653,-0.012088,0.458551,0.000000,-0.888668,1
28,1.379349,1,1,1,1,0.685448,0.181164,4.697310,-0.135812,0.131764,4.179620,-0.024002,-0.388486,3.691580,0.365572,0.133339,3.640856,0.534303,0.306169,4.024366,0.554184,0.231619,4.054906,-57.287308,53.354038,62.191849,-163.187134,1.0,28,1,1,1,-55.288895,51.459789,-0.876396,-0.033522,-0.480423,-0.029395,0.999438,-0.016114,0.480693,0.000000,-0.876889,1
29,1.413832,1,1,1,1,0.677829,0.181566,4.698371,-0.137281,0.128315,4.171031,-0.018435,-0.384696,3.675910,0.374270,0.134569,3.623369,0.544683,0.304670,4.004937,0.564304,0.230906,4.034453,-56.610489,52.753521,62.336472,-162.491714,1.0,29,1,1,1,-54.577393,50.949631,-0.870703,-0.036901,-0.490422,-0.032152,0.999319,-0.018109,0.490756,0.000000,-0.871297,1
30,1.482800,1,1,1,1,0.664150,0.181353,4.698196,-0.139707,0.120826,4.152825,-0.008613,-0.376765,3.643716,0.390110,0.136653,3.587668,0.563929,0.301370,3.966103,0.582969,0.229262,3.993534,-55.091843,51.501095,62.732330,-161.059723,1.0,30,1,1,1,-53.136490,49.888508,-0.858311,-0.044311,-0.511213,-0.038070,0.999018,-0.022675,0.511716,0.000000,-0.859155,1
31,1.517283,1,1,1,1,0.659662,0.181137,4.698033,-0.140689,0.117837,4.145273,-0.004884,-0.373939,3.630117,0.396303,0.137499,3.572509,0.570976,0.300062,3.948637,0.589821,0.228622,3.975120,-54.445892,50.993671,62.906555,-160.407242,1.0,31,1,1,1,-52.505493,49.469433,-0.852697,-0.047594,-0.520233,-0.040629,0.998867,-0.024788,0.520823,0.000000,-0.853665,1
32,1.551767,1,1,1,1,0.656335,0.180772,4.697731,-0.141610,0.114989,4.138595,-0.001582,-0.371637,3.617872,0.401777,0.138283,3.558805,0.576712,0.298952,3.932041,0.595439,0.228093,3.957623,-53.813950,50.521759,63.078415,-159.768585,1.0,32,1,1,1,-51.915741,49.104240,-0.847307,-0.050739,-0.528674,-0.043047,0.998712,-0.026859,0.529356,-0.000000,-0.848400,1
33,1.620735,1,1,1,1,0.652302,0.179557,4.696629,-0.143308,0.109502,4.127471,0.004411,-0.368309,3.596919,0.410908,0.139657,3.535247,0.584793,0.297071,3.900866,0.603377,0.227222,3.924775,-52.519531,49.652153,63.412704,-158.463104,1.0,33,1,1,1,-50.852875,48.532475,-0.837167,-0.056800,-0.543990,-0.047628,0.998386,-0.030949,0.544870,0.000000,-0.838521,1
34,1.655218,1,1,1,1,0.650724,0.178794,4.694300,-0.143797,0.107229,4.120788,0.006752,-0.366672,3.585796,0.413585,0.139954,3.523070,0.587271,0.296302,3.886850,0.605783,0.226850,3.910041,-51.989273,49.322781,63.560867,-157.873734,1.0,34,1,1,1,-50.396454,48.333385,-0.832802,-0.059351,-0.550380,-0.049515,0.998237,-0.032723,0.551352,-0.000000,-0.834272,1
35,1.724186,1,1,1,1,0.649470,0.176323,4.689736,-0.144677,0.102860,4.109654,0.011524,-0.364173,3.566841,0.419439,0.140973,3.508778,0.590094,0.295009,3.861618,0.608288,0.226224,3.883596,-51.318573,48.759327,63.560867,-156.516479,1.0,35,1,1,1,-50.454987,48.033836,-0.824978,-0.063783,-0.561554,-0.052727,0.997964,-0.035891,0.562699,-0.000000,-0.826662,1
36,1.758669,1,1,1,1,0.649687,0.175320,4.689411,-0.145159,0.101290,4.107104,0.013554,-0.363599,3.561162,0.421183,0.141209,3.501592,0.590859,0.294413,3.850557,0.608852,0.225937,3.872026,-50.996460,48.560524,63.560867,-155.924606,1.0,36,1,1,1,-50.028915,47.963341,-0.821794,-0.065553,-0.566001,-0.053987,0.997849,-0.037183,0.567221,-0.000000,-0.823566,1
37,1.827637,1,1,1,1,0.649472,0.173361,4.689148,-0.145879,0.098679,4.102855,0.017381,-0.361817,3.551256,0.426489,0.142171,3.499218,0.592796,0.292594,3.832466,0.609923,0.224811,3.853056,-50.996460,48.200970,62.873642,-154.533493,1.0,37,1,1,1,-50.635269,47.738018,-0.816305,-0.068423,-0.573555,-0.055986,0.997656,-0.039337,0.574902,0.000000,-0.818222,1
38,1.862121,1,1,1,1,0.649849,0.172942,4.690722,-0.146285,0.098008,4.103161,0.018869,-0.361347,3.549374,0.427586,0.142137,3.495106,0.593654,0.291559,3.824606,0.610480,0.224107,3.844772,-50.793732,48.073368,62.675461,-153.945267,1.0,38,1,1,1,-50.184753,47.690079,-0.814120,-0.069549,-0.576517,-0.056759,0.997579,-0.040194,0.577916,0.000000,-0.816096,1
39,1.931088,1,1,1,1,0.648743,0.174917,4.694249,-0.146858,0.097664,4.103670,0.021578,-0.359488,3.546079,0.431307,0.141918,3.487901,0.597443,0.287865,3.810213,0.614249,0.221704,3.829130,-50.193604,47.781548,62.675461,-152.861099,1.0,39,1,1,1,-49.420898,47.405800,-0.810202,-0.071940,-0.581719,-0.058437,0.997409,-0.041958,0.583230,0.000000,-0.812307,1
40,1.965572,1,1,1,1,0.647268,0.176538,4.696329,-0.147064,0.097711,4.103881,0.022636,-0.358668,3.544717,0.433189,0.141814,3.484856,0.599399,0.285957,3.803976,0.616316,0.220466,3.822223,-49.920395,47.648724,62.675461,-152.384857,1.0,40,1,1,1,-49.099731,47.249752,-0.808460,-0.073107,-0.583993,-0.059263,0.997324,-0.042809,0.585560,0.000000,-0.810629,1
41,2.000055,1,1,1,1,0.644235,0.179781,4.699183,-0.147250,0.098006,4.104068,0.023812,-0.357862,3.543597,0.435129,0.141726,3.482215,0.601310,0.283966,3.798294,0.618498,0.219178,3.815807,-49.641403,47.508678,62.675461,-151.924286,1.0,41,1,1,1,-48.803314,47.088001,-0.806600,-0.074565,-0.586376,-0.060312,0.997216,-0.043845,0.588013,0.000000,-0.808851,1
42,2.069023,1,1,1,1,0.636746,0.188147,4.705757,-0.147539,0.097927,4.104379,0.026211,-0.356325,3.541496,0.438885,0.141601,3.478149,0.605051,0.279739,3.788450,0.623334,0.216643,3.804222,-49.077179,47.160503,62.675461,-150.871933,1.0,42,1,1,1,-48.350693,46.712200,-0.801914,-0.079340,-0.592148,-0.063825,0.996848,-0.047129,0.594020,0.000000,-0.804450,1
43,2.103507,1,1,1,1,0.633831,0.191449,4.708691,-0.147639,0.097458,4.104508,0.027114,-0.355717,3.540441,0.440882,0.141747,3.478671,0.606564,0.278082,3.784555,0.625435,0.215695,3.799481,-48.926208,47.001118,62.675461,-150.325256,1.0,43,1,1,1,-48.472748,46.522354,-0.799681,-0.081780,-0.594830,-0.065618,0.996650,-0.048809,0.596829,0.000000,-0.802369,1
44,2.172474,1,1,1,1,0.629201,0.196833,4.713809,-0.147796,0.095033,4.104723,0.028378,-0.354515,3.537839,0.444558,0.142157,3.482562,0.609456,0.275335,3.779308,0.629667,0.214162,3.792535,-48.926208,46.601589,62.068634,-148.767776,1.0,44,1,1,1,-49.162552,46.087154,-0.794863,-0.087853,-0.600395,-0.070102,0.996134,-0.052951,0.602725,-0.000000,-0.797949,1
45,2.206958,1,1,1,1,0.627647,0.198685,4.715921,-0.147855,0.093853,4.104812,0.028666,-0.354049,3.536572,0.445769,0.142278,3.484240,0.610532,0.274357,3.777396,0.631278,0.213580,3.789877,-49.063644,46.425247,61.755966,-147.964767,1.0,45,1,1,1,-49.476456,45.895561,-0.792714,-0.090665,-0.602813,-0.072169,0.995881,-0.054880,0.605306,0.000000,-0.795993,1
46,2.275925,1,1,1,1,0.625634,0.201103,4.719307,-0.147950,0.091159,4.104960,0.028718,-0.353249,3.533909,0.447534,0.142393,3.488368,0.612320,0.272854,3.775294,0.633949,0.212418,3.786477,-49.574875,46.022354,60.899368,-145.930817,1.0,46,1,1,1,-50.233124,45.503593,-0.788576,-0.096492,-0.607320,-0.076448,0.995334,-0.058876,0.610167,0.000000,-0.792273,1
47,2.310409,1,1,1,1,0.625123,0.201835,4.720613,-0.147988,0.090051,4.105022,0.028628,-0.353006,3.532710,0.448123,0.142378,3.490928,0.612943,0.272358,3.774746,0.634892,0.211934,3.785395,-49.846756,45.850613,60.478790,-144.920105,1.0,47,1,1,1,-50.663452,45.334740,-0.786823,-0.099014,-0.609184,-0.078291,0.995086,-0.060616,0.612192,0.000000,-0.790709,1
48,2.379376,1,1,1,1,0.625950,0.202803,4.725519,-0.148352,0.088174,4.109021,0.028242,-0.353655,3.534823,0.447047,0.141678,3.491120,0.613279,0.271576,3.773841,0.635772,0.210875,3.783609,-50.082565,45.561169,59.956329,-142.821030,1.0,48,1,1,1,-50.386200,45.188484,-0.784030,-0.103695,-0.612000,-0.081741,0.994609,-0.063805,0.615317,0.000000,-0.788279,1
49,2.413860,1,1,1,1,0.627110,0.202796,4.727047,-0.148477,0.087465,4.110681,0.027912,-0.353914,3.535653,0.446607,0.141450,3.491846,0.613221,0.271366,3.773545,0.635863,0.210485,3.782978,-50.082565,45.561169,59.768387,-141.859573,1.0,49,1,1,1,-50.370850,45.119209,-0.783028,-0.105587,-0.612958,-0.083143,0.994410,-0.065084,0.616404,0.000000,-0.787430,1
50,2.482827,1,1,1,1,0.637376,0.199133,4.724180,-0.148671,0.086323,4.113445,0.026228,-0.354416,3.536833,0.444971,0.141356,3.496437,0.611974,0.271479,3.774088,0.634228,0.210163,3.783240,-50.452698,45.331280,59.210800,-139.880630,1.0,50,1,1,1,-50.929291,45.035278,-0.783503,-0.107636,-0.611995,-0.084826,0.994190,-0.066257,0.615571,0.000000,-0.788082,1
51,2.517311,1,1,1,1,0.644105,0.196548,4.720930,-0.148702,0.086011,4.114592,0.025155,-0.354669,3.537297,0.443841,0.141390,3.499221,0.611001,0.271681,3.774680,0.632896,0.210202,3.783814,-50.668945,45.331280,58.919067,-138.982895,1.0,51,1,1,1,-51.318512,45.024899,-0.784458,-0.108023,-0.610702,-0.085238,0.994148,-0.066358,0.614297,-0.000000,-0.789075,1
52,2.551795,1,1,1,1,0.653106,0.192548,4.715597,-0.148693,0.086119,4.115605,0.023620,-0.355193,3.537843,0.441851,0.141356,3.501107,0.609386,0.272125,3.775463,0.630673,0.210494,3.784724,-50.909760,45.331280,58.624390,-138.139038,1.0,52,1,1,1,-51.633072,45.084049,-0.786331,-0.107655,-0.608353,-0.085147,0.994188,-0.065875,0.611909,0.000000,-0.790928,1
53,2.620762,1,1,1,1,0.671505,0.183197,4.702185,-0.148553,0.087730,4.117294,0.019274,-0.356933,3.539371,0.435563,0.141280,3.504027,0.603410,0.273710,3.777476,0.623010,0.211827,3.787371,-51.505539,45.331280,58.061340,-136.741486,1.0,53,1,1,1,-52.272675,45.437794,-0.793520,-0.103794,-0.599627,-0.082810,0.994599,-0.062575,0.602883,-0.000000,-0.797829,1
54,2.655246,1,1,1,1,0.678238,0.179558,4.696096,-0.148483,0.088497,4.117995,0.017175,-0.358099,3.540221,0.431969,0.141198,3.504347,0.599729,0.274776,3.778445,0.618915,0.212783,3.788646,-51.738846,45.331280,57.883667,-136.199493,1.0,54,1,1,1,-52.439636,45.680424,-0.797193,-0.101604,-0.595113,-0.081419,0.994825,-0.060780,0.598209,0.000000,-0.801340,1
55,2.724213,1,1,1,1,0.690464,0.174041,4.687154,-0.148448,0.090352,4.123059,0.010719,-0.361851,3.546258,0.419597,0.141023,3.503661,0.587027,0.277704,3.780185,0.605284,0.216133,3.791164,-51.738846,45.841801,57.883667,-135.677338,1.0,55,1,1,1,-52.148682,46.499149,-0.806122,-0.096060,-0.583901,-0.077796,0.995376,-0.056350,0.586613,0.000000,-0.809867,1
56,2.758697,1,1,1,1,0.695528,0.172160,4.683605,-0.148456,0.091199,4.126194,0.007305,-0.363517,3.549905,0.413878,0.141122,3.504633,0.580651,0.279180,3.781113,0.598598,0.218016,3.792450,-51.738846,46.093842,57.883667,-135.677338,1.0,56,1,1,1,-52.071701,46.850922,-0.810299,-0.093496,-0.578510,-0.076093,0.995620,-0.054327,0.581055,-0.000000,-0.813864,1
57,2.827665,1,1,1,1,0.710461,0.164770,4.674704,-0.148404,0.093099,4.135313,-0.003373,-0.366728,3.559853,0.396437,0.141709,3.507504,0.561123,0.284448,3.783388,0.578106,0.223782,3.795874,-51.738846,46.826759,58.117661,-135.983078,1.0,57,1,1,1,-51.790131,47.770439,-0.820684,-0.086823,-0.564747,-0.071524,0.996224,-0.049219,0.566888,0.000000,-0.823795,1
58,2.862148,1,1,1,1,0.716983,0.160489,4.668257,-0.147583,0.093717,4.137028,-0.009464,-0.366697,3.561170,0.389589,0.143283,3.513107,0.552088,0.287947,3.784863,0.568793,0.227760,3.797935,-51.969086,47.129654,57.951813,-136.137421,1.0,58,1,1,1,-52.660721,48.039516,-0.825526,-0.083489,-0.558154,-0.069164,0.996509,-0.046763,0.560110,-0.000000,-0.828418,1
59,2.931116,1,1,1,1,0.730071,0.151560,4.656577,-0.143208,0.095582,4.139885,-0.025938,-0.364483,3.561872,0.368760,0.148920,3.512385,0.528627,0.299131,3.786580,0.542743,0.241542,3.801306,-52.449692,47.884079,57.583069,-136.923691,0.0,59,1,1,1,-53.068512,48.855457,-0.835768,-0.075238,-0.543903,-0.063061,0.997166,-0.041039,0.545449,0.000000,-0.838144,1
60,2.965599,1,1,1,1,0.737239,0.146959,4.652001,-0.140921,0.096472,4.143138,-0.033857,-0.363819,3.564124,0.358239,0.151671,3.513496,0.511496,0.307235,3.787664,0.528724,0.248068,3.803210,-52.632111,48.240528,57.583069,-137.356766,0.0,60,1,1,1,-53.180084,49.311260,-0.840451,-0.071207,-0.537188,-0.059998,0.997462,-0.038349,0.538555,0.000000,-0.842590,1
61,3.000083,1,1,1,1,0.746480,0.142006,4.648499,-0.138091,0.097418,4.149117,-0.042466,-0.363740,3.569267,0.342652,0.153360,3.509188,0.488276,0.315877,3.788419,0.508583,0.254155,3.805267,-52.501732,48.686886,57.930923,-137.974686,1.0,61,1,1,1,-52.110092,50.027657,-0.845338,-0.066891,-0.530028,-0.056673,0.997760,-0.035534,0.531217,0.000000,-0.847236,1
62,3.069051,1,1,1,1,0.768892,0.132273,4.643120,-0.129113,0.099185,4.164922,-0.059741,-0.364253,3.583667,0.301784,0.155004,3.492864,0.432352,0.330508,3.786144,0.455744,0.264204,3.806171,-50.530655,50.117714,60.480911,-140.634338,1.0,62,1,1,1,-47.992767,51.960003,-0.856632,-0.056898,-0.512781,-0.048820,0.998380,-0.029224,0.513613,0.000000,-0.858022,1
63,3.103534,1,1,1,1,0.778706,0.128303,4.642191,-0.124355,0.099925,4.173547,-0.067534,-0.364773,3.591815,0.283986,0.155737,3.487148,0.408435,0.335433,3.784660,0.432351,0.267893,3.806069,-49.395386,50.769169,61.793808,-142.169998,1.0,63,1,1,1,-45.985123,52.726063,-0.861741,-0.052319,-0.504644,-0.045147,0.998630,-0.026438,0.505336,0.000000,-0.862923,1
64,3.172502,1,1,1,1,0.799322,0.119313,4.640735,-0.110344,0.101485,4.187915,-0.084797,-0.365188,3.605489,0.242028,0.155512,3.468409,0.351664,0.341408,3.778774,0.375240,0.273037,3.802597,-45.593140,52.279785,65.779175,-147.015152,1.0,64,1,1,1,-40.697479,54.224812,-0.871989,-0.042201,-0.487703,-0.036831,0.999109,-0.020600,0.488138,-0.000000,-0.872766,1
